name,main_category,sub_category,ratings,no_of_ratings,discount_price,actual_price,discount_percent
Robustrion Deer Flip Case Cover for Realme Pad 10.4 inch Cover - Deer Wine Red,"tv, audio & cameras",All Electronics,4.4,843,449.0,1999.0,77.53876938469234
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Black),"tv, audio & cameras",All Electronics,3.8,547,499.0,1799.0,72.26236798221234
HARISSONS Bags Delta 39 L Polyester Black 15.6 inch Laptop Backpack with Built-in Rain Cover & Anti-Sweat Air Mesh | Offic...,"tv, audio & cameras",All Electronics,4.2,1587,2071.0,2799.0,26.009289031797074
"Faber-Castell Paint Brush Set - Round, Pack of 7 (Navy Blue)","tv, audio & cameras",All Electronics,4.3,19815,250.0,250.0,0.0
"Brother DCP-T426W - Wi-Fi Color Ink Tank Multifunction (Print, Scan & Copy) All in One Printer for Home","tv, audio & cameras",All Electronics,4.1,1287,12499.0,15590.0,19.826812059012187
"Samsung Galaxy Tab A8 26.69cm (10.5 inch) Display, RAM 4 GB, ROM 64 GB Expandable, Wi-Fi Tablet, Gray, (SM-X200NZAEINU)","tv, audio & cameras",All Electronics,4.3,3191,15999.0,23999.0,33.334722280095
Truke Air Buds Bluetooth Truly Wireless in Ear Earbuds with Mic Ai Powered Noise Cancellation(Ai-Enc) for Hd Calls Upto 48...,"tv, audio & cameras",All Electronics,3.7,579,999.0,3299.0,69.71809639284632
"Beclina Screen Cleaning Towel (Grey, Set of 3) | 30 x 30 cm | 200 GSM Microfiber Glass Cleaning Towel | Scratch Proof Towe...","tv, audio & cameras",All Electronics,4.4,24,375.0,799.0,53.066332916145186
Apple iPhone 14 Pro Max (128 GB) - Space Black,"tv, audio & cameras",All Electronics,4.5,294,127999.0,139900.0,8.506790564689064
"JB SUPER Mini Bluetooth Speaker WS 887 with FM Radio, USB Pen Drive Slot and Memory Card Slot, AUX Input Mode Speaker","tv, audio & cameras",All Electronics,4.4,5576,499.0,1999.0,75.03751875937968
Cello Maxriter Ball Pen | Pack of 10 | Blue Ball Pens | Lightweight Ball Pens for Pressure Free & Fine Writing | Elasto Gr...,"tv, audio & cameras",All Electronics,4.2,4907,93.0,100.0,7.000000000000001
"Oaky Keyboard Protector Compatible with MacBook Air M1 13 inch 2020 Release Model A2179, A2337 Soft Silicone Waterproof Du...","tv, audio & cameras",All Electronics,4.1,788,349.0,1299.0,73.13317936874519
"Patzy USB Personal Mini Portable Air Conditioner, Mini Cooler Arctic Ultra Air Cooler with 3-SpeedAdjustable 3 Fan Speeds ...","tv, audio & cameras",All Electronics,3.921651871864145,0,1299.0,1999.0,35.01750875437719
"Parker Ultra Fine Navigator Roller Ball Refill, Blue","tv, audio & cameras",All Electronics,4.3,2231,150.0,150.0,0.0
Amozo Back Cover For iPhone 12/ 12 Pro ( Poly Carbonate|Blue ),"tv, audio & cameras",All Electronics,4.1,2293,284.0,999.0,71.57157157157157
"Nokia T21 with 10.36"" 2K Screen, with Flip Cover, Android 12 with 2 Years of OS Upgrades & 3 Years of Security Updates, 4G...","tv, audio & cameras",All Electronics,4.6,5,18999.0,20999.0,9.52426306014572
"Casecandy ® - Pack 1 – Samsung S23 Ultra Tempered Glass Screen Protector, UV Glass Full Adhesive [Liquid Technology][Finge...","tv, audio & cameras",All Electronics,4.1,52,1307.0,1990.0,34.321608040201006
"OREI India to Europe (Schuko) Plug - Type E/F Europe Plug Adapter - 2 in 1 Universal Adapter for Europe, Perfect for Lapto...","tv, audio & cameras",All Electronics,4.3,7836,611.0,999.0,38.83883883883884
"Vivo Y56 5G (Black Engine, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","tv, audio & cameras",All Electronics,3.7,14,19999.0,24999.0,20.00080003200128
"Belkin USB-A to Micro USB Charging Cable for Android Phones and Tablets (3.3 Feet/1 Meter, Black)","tv, audio & cameras",All Electronics,4.3,1842,235.0,399.0,41.10275689223057
HP Laserjet P1108 Single Function Monochrome Laser Printer,"tv, audio & cameras",All Electronics,4.4,1671,14499.0,15373.0,5.685292395758798
"GM 3045 Square 3 Pin Flex Box 4 Mtr. with Handle, Indicator & International Socket","tv, audio & cameras",All Electronics,4.4,8835,425.0,600.0,29.166666666666668
"TAGG Rogue 500GT Gaming True Wireless in Ear Earbuds | 42ms Ultra Low Latency | 9 Pulse Lighting Modes, 4 Mics ENC | Type-...","tv, audio & cameras",All Electronics,3.4,883,1399.0,5499.0,74.5590107292235
"Ambrane 27000mAh Power Bank, 20W Fast Charging, Triple Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Mult...","tv, audio & cameras",All Electronics,4.1,3638,2499.0,2999.0,16.672224074691563
"AmazonBasics RJ45 Cat 7 High-Speed Gigabit Ethernet Patch Internet Cable For Printer, Server 10Gbps, 600MHz - White, 3-Foot","tv, audio & cameras",All Electronics,4.4,3492,149.0,500.0,70.19999999999999
Newlike Silicone Bumper Thin Back Cover for Samsung Galaxy A33 5G (Transparent ),"tv, audio & cameras",All Electronics,4.1,146,259.0,999.0,74.07407407407408
EGOTUDE Slim Fit Silicone Soft Logo Cut Matte Back Cover Case for iPhone 14 (Navy Blue),"tv, audio & cameras",All Electronics,3.6,145,229.0,999.0,77.07707707707708
"Pikkme Back Cover for Redmi Note 8 Pro (TPU, Plastic | Black)","tv, audio & cameras",All Electronics,4.0,419,199.0,259.0,23.166023166023166
"Zebra NC5 Highlighter Mildliner, 5 Color Set (WKT7-5C-NC)","tv, audio & cameras",All Electronics,4.6,7073,570.0,650.0,12.307692307692308
"Blushinsta Selfie Stick, Extendable Selfie Stick with Wireless Remote and Tripod Stand, Portable, Lightweight, Compatible ...","tv, audio & cameras",All Electronics,4.2,33,399.0,1599.0,75.046904315197
CEDO Samsung A51 Back Cover | Matte Soft Silicon Flexible | Camera Bump Protection | All Side Shock Proof Rubberised Back ...,"tv, audio & cameras",All Electronics,4.2,1253,149.0,999.0,85.08508508508508
Rhymestore® 4 Pin USB Fast Charger Magnetic Charging Cable Adapter for Fire-Boltt Thunder Watch & Fire-Boltt Talk Smartwat...,"tv, audio & cameras",All Electronics,4.4,14,265.0,499.0,46.893787575150306
"Acer EB192Q 18.5 inch (46.99 Cm) 1366 x 768 Pixels HD LCD Monitor with LED Back Light Technology with HDMI, VGA Ports Inbo...","tv, audio & cameras",All Electronics,3.9,7,5499.0,8599.0,36.05070357018258
"Acko 1 Year Extended Warranty for Laptops from Rs 40,000 to Rs 60,000 (E-mail delivery)","tv, audio & cameras",All Electronics,3.8,328,1549.0,2199.0,29.55889040472942
"Uni Posca Paint Marker Pen, Medium Point, Set of 7 Natural Color (PC-5M 7C)","tv, audio & cameras",All Electronics,4.7,4715,1795.0,2999.0,40.146715571857285
MI LED Smart Color Bulb (B22) - (16 Million Colors + 11 Years Long Life + Compatible with Amazon Alexa and Google Assistant),"tv, audio & cameras",All Electronics,4.0,6034,899.0,999.0,10.01001001001001
"Amkette Pocket FM Radio Portable Multimedia Speaker with Powerful Torch | USB, AUX, and SD Card Input | 12 Hours Playback...","tv, audio & cameras",All Electronics,3.9,5389,1044.0,1499.0,30.35356904603069
"Acko 1 Year Extended Warranty for Appliances below 10,000 (Email Delivery)","tv, audio & cameras",All Electronics,4.0,990,249.0,449.0,44.543429844098
"Lenovo Tab M8 (2nd Gen) FHD 20.32 cm (8 inch,3 GB, 32 GB, wi-fi+4G LTE, Voice Calling), Grey","tv, audio & cameras",All Electronics,4.1,3101,10598.0,20000.0,47.010000000000005
"Wipro Smart extension, White (DSE2150)","tv, audio & cameras",All Electronics,4.2,753,1779.0,2990.0,40.50167224080268
Parker Vector Standard Chrome Trim Ball Pen (Ink - Black),"tv, audio & cameras",All Electronics,4.0,3806,289.0,320.0,9.6875
"Logitech K400 Plus Wireless Touch TV Keyboard with Easy Media Control and Built-in Touchpad, HTPC Keyboard for PC-Connecte...","tv, audio & cameras",All Electronics,4.1,30820,3539.0,3995.0,11.414267834793492
"truke Buds Q1 Bluetooth Truly Wireless in Ear Earbuds with mic, 60H Playtime and Fast Charge, Environmental Noise Cancella...","tv, audio & cameras",All Electronics,3.7,11428,1199.0,3499.0,65.73306659045441
MICROWARE VGA to HDMI Adapter VGA to HDMI Converter VGA Male to HDMI Female with 3.5MM Audio Jack Full HD 1080P for Connec...,"tv, audio & cameras",All Electronics,3.5,480,549.0,1999.0,72.53626813406704
Astigo Compatible Remote for LG LED TV Model (Exactly Same Remote only),"tv, audio & cameras",All Electronics,3.9,570,284.0,599.0,52.587646076794655
Hello Zone Exclusive Matte Finish Soft Back Case Cover for Apple iPhone 5 / 5S / Se - Black,"tv, audio & cameras",All Electronics,3.9,91,149.0,699.0,78.6838340486409
"Lauret Blanc Daily Planner and Organizer, Gratitude and Affirmation Journal with Weekly and Monthly Review- A5 Size, Plan ...","tv, audio & cameras",All Electronics,4.4,1728,449.0,899.0,50.055617352614014
"Astroghar Mini Hand Tally Counter Finger Ring Digital Electronic Head Count,Japa Counter Mini Hand Tally Counter Finger Ri...","tv, audio & cameras",All Electronics,4.1,1429,75.0,250.0,70.0
"TheGiftKart Back Cover for Samsung Galaxy M21 2021 Edition / M21 / M30s (TPU, PC | Transparent | Black Bumper)","tv, audio & cameras",All Electronics,4.3,453,259.0,999.0,74.07407407407408
Sony Extra Bass MDR-XB450AP On-Ear Wired Headphones with Mic (Black),"tv, audio & cameras",All Electronics,4.3,8251,2016.0,2490.0,19.03614457831325
"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","tv, audio & cameras",All Electronics,4.1,170441,13999.0,15499.0,9.678043744757726
"HP Deskjet Ink Advantage 2778 AIO Printer, Copy, Scan, WiFi, Bluetooth, USB, Simple Setup Smart App, Ideal for Home.","tv, audio & cameras",All Electronics,3.8,2093,6299.0,7818.0,19.429521616781788
"DR VAKU® 30W Original USB Type C Charger PD Technology Fast Mobile Wall Charging Adapter with 3.0 Power Delivery, BIS Cert...","tv, audio & cameras",All Electronics,4.4,11273,999.0,1999.0,50.025012506253134
"Smart Zone Foldable Wooden Laptop Bed Tray Table, Multifunction Lap Tablet Desk with Cup Holder, Perfect for Eating Breakf...","tv, audio & cameras",All Electronics,4.2,31,499.0,799.0,37.546933667083856
Apple Watch Magnetic Charging Cable (1 m),"tv, audio & cameras",All Electronics,4.3,6138,2900.0,2900.0,0.0
Slovic Cell Phone Armband | Adjustable Band fits All iPhone and Android Smartphones | Waterproof & Anti-Sweat Fabric | Cha...,"tv, audio & cameras",All Electronics,4.0,198,549.0,1000.0,45.1
Artikel Monitor Desk Mount | Adjustable Spring Assisted Monitor Arm | VESA Mount with C Clamp & Grommet Mounting Base | Co...,"tv, audio & cameras",All Electronics,4.9,20,2999.0,3499.0,14.289797084881394
"Quantum 3-in-1 USB Type C to HDMI 4K Adapter, USB 3.0, USB C, Aluminium USB C Hub, High Speed Upto 5Gbps, 60W Power Pass T...","tv, audio & cameras",All Electronics,5.0,10,999.0,1699.0,41.20070629782225
"Boult Audio XCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 28H Playtime, Type-C Fast Charging (15Min=15Hrs Play...","tv, audio & cameras",All Electronics,3.5,689,899.0,4999.0,82.01640328065614
"Duracell Ultra Alkaline 9V Battery, 1 Pc","tv, audio & cameras",All Electronics,4.4,3109,269.0,300.0,10.333333333333334
"Samsung 25W Original Charger PD 3.0 USB C Adapter Compatible for Samsung Mobiles Phone Galaxy S20 FE 5G, S20+ 5G, S21, S21...","tv, audio & cameras",All Electronics,3.7,9,789.0,1599.0,50.65666041275797
"Boltove® 6FTX9FT Green Backdrop Background Rod Pocket for Photography Backdrop,Photoshoot Background,Video Production, Hom...","tv, audio & cameras",All Electronics,3.9,1661,369.0,699.0,47.21030042918455
Robustrion Deer Flip Stand Case Cover [Auto Sleep Wake] with S Pen Holder for Samsung Galaxy Tab S6 Lite Tablet Cover 10.4...,"tv, audio & cameras",All Electronics,4.5,2969,549.0,1999.0,72.53626813406704
Lenovo GX20K11840 45W Round Pin Laptop Adapter/Charger with Power Cord for Select Models of Lenovo (Black),"tv, audio & cameras",All Electronics,4.3,293,1249.0,2490.0,49.83935742971888
Tabelito® Basic Laptop Bag Laptop Cover Laptop Bags Laptop Sleeve Office Bag Laptop Bag 15.6 inch(39.6cm) Laptop Apple/ Le...,"tv, audio & cameras",All Electronics,4.2,1966,299.0,999.0,70.07007007007007
"Sennheiser HD 458 ANC Foldable Bluetooth Wireless Over Ear Headphones with Mic, Alexa Built-in - Active Noise Cancellatio...","tv, audio & cameras",All Electronics,3.8,3205,7990.0,14990.0,46.6977985323549
"Zipline Synthetic Leather Executive SMALL messenger bag Briefcase for upto 13"" Laptop/Tablet for men women with multiple c...","tv, audio & cameras",All Electronics,3.9,365,938.0,2199.0,57.34424738517509
"Amazon Basics Capacitive Stylus Pen for iOS and Android Touchscreen Devices, Fine Point Disc Tip, Lightweight Metal Body w...","tv, audio & cameras",All Electronics,3.6,903,359.0,1099.0,67.33393994540491
TheGiftKart Shockproof Crystal Clear Oppo F11 / F11 Pro Back Cover Case | 360 Degree Protection | Protective Design | Tran...,"tv, audio & cameras",All Electronics,4.2,831,269.0,999.0,73.07307307307308
"Casio DJ-120D 150 Steps Check and Correct Desktop Calculator with Bigger Screen/Keys (12 Digit), Black","tv, audio & cameras",All Electronics,4.3,3217,765.0,765.0,0.0
"Doodle Unicorn Wiro Hard Bound Spiral Notebook Diary with Bookmark Dangler (A5,160 Ruled Pages, 80GSM, Multicolor)","tv, audio & cameras",All Electronics,4.3,1829,299.0,445.0,32.80898876404494
"HP 100 Wired Keyboard With Usb Compatibility,Numeric Keypad, Full Range Of 109 Key(Including 12 Function Keys And 3 Hotkey...","tv, audio & cameras",All Electronics,4.3,9934,1599.0,1599.0,0.0
CP PLUS 2MP Full HD Wi-fi CCTV Camera | 360°View PT Camera | Human Detection & Motion Tracking | Cloud Monitoring | 2-Way ...,"tv, audio & cameras",All Electronics,3.9,239,1999.0,7600.0,73.69736842105263
"AmazonBasics 5W Bluetooth 5.0 Speaker, Upto 36 Hrs Playtime, True Wireless Technology, Built in Mic, Multiple Connectivity...","tv, audio & cameras",All Electronics,4.2,133,759.0,1499.0,49.36624416277519
"Gizga Essentials Set of 10 Cable Organiser, Cable Protector & Wire Organizer Clips for Cables, Reusable Cable Organizer fo...","tv, audio & cameras",All Electronics,4.2,1940,249.0,799.0,68.8360450563204
"Amazon Basics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","tv, audio & cameras",All Electronics,4.4,437651,269.0,700.0,61.57142857142858
"LIRAMARK Webcam Cover Slide, Ultra Thin Laptop Camera Cover Slide Blocker for Computer MacBook Pro iMac PC Tablet (Pack of 6)","tv, audio & cameras",All Electronics,4.1,207,159.0,999.0,84.08408408408408
Edge to Edge Tempered Glass for Noise COLORFIT PRO 2 SMARTWATCH (Pack of 2),"tv, audio & cameras",All Electronics,2.6,309,142.0,399.0,64.41102756892231
"GREEVA Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Por...","tv, audio & cameras",All Electronics,3.9,158,219.0,999.0,78.07807807807808
Brain Freezer Silicone Cover/Case for Fire TV 4K/Fire TV /Compatible with All 2nd Gen Alexa Voice Remote Control Black (Re...,"tv, audio & cameras",All Electronics,4.3,3993,195.0,590.0,66.94915254237289
Doms Art Apps Kit,"tv, audio & cameras",All Electronics,4.3,151,425.0,425.0,0.0
"Sellingal Hard Disk Drive Pouch case for 2.5"" HDD Cover WD Seagate Slim Sony Dell Toshiba (Black)","tv, audio & cameras",All Electronics,4.3,4199,195.0,499.0,60.92184368737475
"eliide Disco King (Newly Launched) Bluetooth Speaker – 6Hrs Playback, Torch, BT V5.0, USB & TF Card, TWS Technology, Porta...","tv, audio & cameras",All Electronics,3.7,39,599.0,949.0,36.880927291886195
"Wireless Portable Power Bank 5000mAh Wireless Charging Battery Pack Compatible with iPhone 8, 8+, X, XS, XSMAX, 11,11PRO, ...","tv, audio & cameras",All Electronics,3.4,79,2499.0,4999.0,50.01000200040008
"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrat...","tv, audio & cameras",All Electronics,4.1,111019,1499.0,3990.0,62.43107769423559
Lavie Sport Chairman Laptop Bag | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/...,"tv, audio & cameras",All Electronics,4.0,713,899.0,4499.0,80.01778172927317
Apple AirPods Pro (2nd Generation) ​​​​​​​,"tv, audio & cameras",All Electronics,4.4,901,25999.0,26900.0,3.349442379182156
"TEQTA 7 in 2 USB C Thunderbolt 3.0 Hub for 13 15 and 16 MacBook Pro 2016-2021 & New MacBook Air 2018-2021, New M1 MacBook...","tv, audio & cameras",All Electronics,4.1,1710,2999.0,8999.0,66.6740748972108
Havells Type 3 Surge Protection Adaptor,"tv, audio & cameras",All Electronics,4.4,31,849.0,1366.0,37.84773060029283
"Fire-Boltt Tank 1.85"" Outdoor Rugged Bluetooth Calling Smart Watch, 123 Sports Mode, 8 UI Interactions, Built in Speaker &...","tv, audio & cameras",All Electronics,4.1,2490,1999.0,11999.0,83.34027835652971
"MOCA 360 Protective Laptop Sleeve for 14-inch MacBook Pro M1 Pro/Max 2021 A2442, 13.5-14.4 Inch Surface Laptop Studio 202...","tv, audio & cameras",All Electronics,4.4,436,1607.0,2999.0,46.41547182394131
ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),"tv, audio & cameras",All Electronics,4.1,28,599.0,1799.0,66.70372429127292
CEDO Samsung Tab A8 10.5 inch Flip Cover | Leather Finish | 360 Degree Rotate Flip Cover | Shockproof Style Back Cover Cas...,"tv, audio & cameras",All Electronics,4.2,77,399.0,999.0,60.06006006006006
"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)","tv, audio & cameras",All Electronics,4.3,21136,299.0,999.0,70.07007007007007
"POPIO Tempered Glass Screen Protector Compatible For OnePlus 7T with Edge to Edge Coverage and Easy Installation Kit, Pack...","tv, audio & cameras",All Electronics,3.9,2768,299.0,599.0,50.08347245409015
"Fevicryl Pidilite Acrylic Colour, Black Acrylic Paint, 500 ml, Art and Craft Paint, DIY Paint, Rich Pigment, Non-Craking P...","tv, audio & cameras",All Electronics,4.5,6245,240.0,310.0,22.58064516129032
Onsitego 1 Year Extended Warranty for Small Home & Kitchen Appliances from Rs. 2001-2500 (Email Delivery - No Physical Kit),"tv, audio & cameras",All Electronics,3.921651871864145,0,199.0,399.0,50.125313283208015
Spigen Liquid Air Back Cover Compatible for Google Pixel 6a (TPU | Matte Black),"tv, audio & cameras",All Electronics,4.5,990,1099.0,1499.0,26.684456304202804
Cello Aspro Mavro Ball Pens | Pack of 25 | BlueBall Pens| Smooth Ball Pens | Long-lasting ball pens | Classy and stylish b...,"tv, audio & cameras",All Electronics,4.0,4905,174.0,250.0,30.4
"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Ge...","tv, audio & cameras",All Electronics,4.2,1407,199.0,399.0,50.125313283208015
"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch for 15.6 Inch Laptop for Men & Women, Padded Laptop Compartment, Free ...","tv, audio & cameras",All Electronics,4.3,8662,349.0,999.0,65.06506506506507
Adofys Mobile Phone Chest Strap Mount GoPro Chest Harness Holder for VLOG/POV Compatible with All Cell Phones and GoPro He...,"tv, audio & cameras",All Electronics,4.0,1212,549.0,1699.0,67.68687463213655
"AmazonBasics Male to Male Stereo Audio Aux Cable with Gold Plated Connectors for Tablet, Smartphone (8 Feet)","tv, audio & cameras",All Electronics,4.4,17116,379.0,895.0,57.653631284916194
"HUMBLE MI Band 3/ MI Band 4 Strap, Band for MI Band 3/ MI Band 4 Smartwatch (Fitness Tracker) Wristbands Silicone Straps f...","tv, audio & cameras",All Electronics,3.7,18,99.0,499.0,80.16032064128257
Samsung EVO Plus 256GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC256KA),"tv, audio & cameras",All Electronics,4.3,142840,1729.0,4999.0,65.4130826165233
"Humble Stainless Steel 19mm Chain Strap with Magnetic Buckle Compatible with Noise Colorfit Pro 2 , Boat Storm Smart Watch...","tv, audio & cameras",All Electronics,3.9,730,309.0,799.0,61.326658322903626
"TP-Link Archer MR200 AC750 2.4GHz 750Mbps Dual Band 4G LTE Mobile Wi-Fi, SIM Slot Unlocked, No Configuration Required, Rem...","tv, audio & cameras",All Electronics,3.9,4295,5199.0,10999.0,52.73206655150469
"Consistent 4 GB DDR3 Desktop ram,1600Mhz","tv, audio & cameras",All Electronics,3.8,447,598.0,1949.0,69.31759876859928
Qubo Smart Cam 360 from Hero Group | Made in India | 2MP 1080p Full HD | CCTV Wi-Fi Camera | 360 Degree Coverage| Two Way ...,"tv, audio & cameras",All Electronics,4.1,3657,2490.0,3990.0,37.59398496240601
"Duracell Specialty 1616 Lithium Coin Battery 3V, Pack of 5 (DL1616/CR1616) Designed for use in keyfobs, Scales, wearables ...","tv, audio & cameras",All Electronics,3.0,1,203.0,350.0,42.0
eller santé® 15W Wireless Charger MontClad SERIES Fast charging pad| PD & Qi-Certified with Type C Cable Fireproof ABS for...,"tv, audio & cameras",All Electronics,4.1,1214,899.0,2999.0,70.02334111370457
"(Renewed) boAt Rockerz 255 Pro+ Bluetooth in Ear Earphones with Upto 40 Hours Playback, ASAP Charge, IPX7, Dual Pairing an...","tv, audio & cameras",All Electronics,3.0,25,1199.0,4990.0,75.97194388777555
"Amazon Brand - Solimo Thermoplastic Polyurethane, Plastic Transparent Black Bumper Case, Hard Back and Soft Bumper Cover f...","tv, audio & cameras",All Electronics,4.0,62,149.0,499.0,70.14028056112225
SanDisk® Ultra Curve USB 3.2 128GB 100MB/s R Green,"tv, audio & cameras",All Electronics,4.2,2321,838.0,1700.0,50.70588235294118
LINC Pentonic B-RT Ball Point Pen | Tip Size 0.7 mm | Comfortable Grip | Ideal for Students and Professionals | For Schoo...,"tv, audio & cameras",All Electronics,4.5,1312,200.0,200.0,0.0
CP PLUS 2MP Full HD Smart Wi-f CCTV Home Security Camera |360° with Pan Tilt | View & Talk | Motion Alert | Night Vision |...,"tv, audio & cameras",All Electronics,3.6,1467,1692.0,3700.0,54.270270270270274
JBL Tune 130NC True Wireless in Ear Earbuds |ANC Earbuds (Upto 40dB) APP - Adjust EQ for Extra Bass | Massive 40Hrs Playti...,"tv, audio & cameras",All Electronics,3.8,18276,4499.0,6999.0,35.71938848406916
"BONACE Strap for Samsung Galaxy Watch 4/5 40/44mm/Classic 42/46mm,20mm Metal Replacement Strap for Samsung Watch 4/5 Pro S...","tv, audio & cameras",All Electronics,4.1,312,1231.0,2399.0,48.68695289704043
"Boult Audio Airbass Fx1 Bluetooth Truly Wireless in Ear Earbuds with Mic with 32H Total Playtime, Type-C Fast Charging, To...","tv, audio & cameras",All Electronics,3.6,23052,1199.0,4999.0,76.01520304060813
"ZEBRONICS Cheetah Wireless Mouse with 1600 DPI, High Accuracy, Precise Usage, 3 Buttons, Ergonomic and Comfortable Design...","tv, audio & cameras",All Electronics,4.6,59,399.0,799.0,50.06257822277848
Amazon Brand - Solimo Back Cover Case for POCO M2 / Mi Redmi 9 Prime / POCO M2 Reloaded | Compatible for POCO M2 / Mi Redm...,"tv, audio & cameras",All Electronics,4.2,392,139.0,299.0,53.51170568561873
"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv Remote Control ] [ Compati...","tv, audio & cameras",All Electronics,3.8,1160,236.55,799.0,70.39424280350438
Hola TF-600 CLI Caller ID Corded Wall Mountable Landline Phone for Intercom and EPABX Desk (Black),"tv, audio & cameras",All Electronics,3.6,709,799.0,849.0,5.889281507656066
Spigen Ultra Hybrid Back Cover Case for iPhone 13 Pro Max (TPU + Poly Carbonate | Matte Black),"tv, audio & cameras",All Electronics,4.0,25683,1599.0,2599.0,38.47633705271258
Amozo Back Cover Case for iPhone 13 Mini (Polycarbonate|Transparent),"tv, audio & cameras",All Electronics,4.3,414,379.0,1499.0,74.71647765176785
"WILDHORN 31L Laptop Backpack for Men / Women I Fits upto 15.6"" Laptop I Waterproof I Travel / Business / College Bookbags","tv, audio & cameras",All Electronics,4.1,929,599.0,2999.0,80.02667555851951
NISHTECH (BLACK HD tempered glass for Redmi 10 / Redmi 10C / Redmi 10 Power - Full Edge to Edge Screen Coverage,"tv, audio & cameras",All Electronics,3.8,1169,149.0,699.0,78.6838340486409
"DOODLE Beyond The Stars Soft Bound Set of 3 Notebook Diary (B6, 4.7 X 7 Inches, 80 GSM, 160 Ruled Pages & 80 Blank Pages)","tv, audio & cameras",All Electronics,4.3,778,266.0,445.0,40.2247191011236
Pikkme Bumper Back Cover for Samsung Galaxy M21 2021 / M21 / M30S (TPU | Black | Solid),"tv, audio & cameras",All Electronics,4.0,906,199.0,259.0,23.166023166023166
Amazon Basics 6 Foot Micro HDMI-A to HDMI-D (NOT Micro-USB) Cable (Black),"tv, audio & cameras",All Electronics,4.1,17298,299.0,1000.0,70.1
"FEDUS 12V 1A DC Power Adapter, Powers Supply, SMPS for LCD Monitor, TV, LED Strip, CCTV, 12 Volt 1 Amp Power Adapter,AC In...","tv, audio & cameras",All Electronics,4.1,484,398.0,439.0,9.339407744874716
ZOUL Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Nylon Braided Cord Compatible with Macbook Oneplus 9 9R Samsung...,"tv, audio & cameras",All Electronics,4.1,2872,399.0,1099.0,63.69426751592356
"Ardith Multi-Purpose Laptop Desk for Study and Reading with Foldable Non-Slip Legs Reading Table Tray, Laptop Table, Lapto...","tv, audio & cameras",All Electronics,4.1,3156,649.0,1999.0,67.53376688344173
Orpat OT-512GT Calculator (Black),"tv, audio & cameras",All Electronics,4.0,10110,245.0,395.0,37.9746835443038
Winble Back Cover for iPhone 14 Pro Case | Metal Camera Guard Acrylic Clear Protective Back | Back Cover Case for iPhone 1...,"tv, audio & cameras",All Electronics,4.2,24,499.0,999.0,50.050050050050054
(Renewed) Jbl C50Hi Wired In Ear Earphones With Microphone Black,"tv, audio & cameras",All Electronics,3.6,1013,1599.0,1599.0,0.0
Robustrion Smart Flexible Trifold Flip Stand Case Cover for iPad Air 5th Generation Cover/iPad Air 4th Generation iPad Air...,"tv, audio & cameras",All Electronics,4.2,274,599.0,2499.0,76.03041216486595
Lapster 5-in-1 Multi-Function Laptop Cleaning Brush/Keyboard Cleaning kit/Gadget Cleaning kit Gap Duster Key-Cap Puller fo...,"tv, audio & cameras",All Electronics,4.2,765,97.0,999.0,90.29029029029029
Oblivion LCD Writing Pad/Tablet 8.5 inches | Electronic Writing Scribble Board for Kids |Kids Learning Toy |for Home/Schoo...,"tv, audio & cameras",All Electronics,4.0,2034,248.0,499.0,50.300601202404806
NOCXTUN 360 Degree Rotation Mini Tripod Support Stand for DSLR and Smartphones - Foldable Shockproof Lightweight Bracket f...,"tv, audio & cameras",All Electronics,3.9,3,99.0,799.0,87.60951188986232
FABTEC 4.3 Dashboard TFT LCD Screen Rear View Monitor with 8 LED Night Vision Car Reverse Camera,"tv, audio & cameras",All Electronics,3.6,319,1325.0,1999.0,33.71685842921461
Spigen Ultra Hybrid Back Cover Case Compatible with Samsung Galaxy S20 FE 5G (TPU + PC | Crystal Clear),"tv, audio & cameras",All Electronics,4.2,18630,1199.0,2999.0,60.02000666888962
"AirCase Protective Laptop Bag Sleeve fits Upto 15.6"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case...","tv, audio & cameras",All Electronics,4.3,10447,449.0,999.0,55.05505505505506
